id_compra,item
JAK0211.58.20200930.0092,PACKAGED BEVERAGE
JAK0211.58.20200930.0098,PACKAGED BEVERAGE
JAK0211.58.20200930.0100,PACKAGED BEVERAGE
JAK0211.58.20200930.0102,PACKAGED BEVERAGE
JAK0211.58.20200930.0116,PACKAGED BEVERAGE
JAK0211.58.20200930.0134,PACKAGED BEVERAGE
JAK0211.58.20200930.0156,PACKAGED BEVERAGE
JAK0211.58.20200930.0177,PACKAGED BEVERAGE
JAK0211.58.20200930.0200,PACKAGED BEVERAGE
JAK0211.58.20200930.0234,PACKAGED BEVERAGE
JAK0211.58.20200601.0012,PACKAGED BEVERAGE
JAK0211.58.20200601.0030,PACKAGED BEVERAGE
JAK0211.58.20200601.0246,PACKAGED BEVERAGE
JAK0211.58.20200601.0270,PACKAGED BEVERAGE
JAK0211.58.20200601.0272,PACKAGED BEVERAGE
JAK0211.58.20200602.0143,PACKAGED BEVERAGE
JAK0211.58.20200602.0168,PACKAGED BEVERAGE
JAK0211.58.20200602.0387,PACKAGED BEVERAGE
JAK0211.58.20200603.0029,PACKAGED BEVERAGE
JAK0211.58.20200604.0007,PACKAGED BEVERAGE
JAK0211.58.20200604.0077,PACKAGED BEVERAGE
JAK0211.58.20200605.0014,PACKAGED BEVERAGE
JAK0211.58.20200605.0055,PACKAGED BEVERAGE
JAK0211.58.20200605.0102,PACKAGED BEVERAGE
JAK0211.58.20200605.0103,PACKAGED BEVERAGE
JAK0211.58.20200605.0109,PACKAGED BEVERAGE
JAK0211.58.20200606.0031,PACKAGED BEVERAGE
JAK0211.58.20200606.0154,PACKAGED BEVERAGE
JAK0211.58.20200608.0073,PACKAGED BEVERAGE
JAK0211.58.20200608.0135,PACKAGED BEVERAGE
JAK0211.58.20200608.0238,PACKAGED BEVERAGE
JAK0211.58.20200608.0247,PACKAGED BEVERAGE
JAK0211.58.20200609.0003,PACKAGED BEVERAGE
JAK0211.58.20200609.0017,PACKAGED BEVERAGE
JAK0211.58.20200609.0018,PACKAGED BEVERAGE
JAK0211.58.20200610.0014,PACKAGED BEVERAGE
JAK0211.58.20200611.0207,PACKAGED BEVERAGE
JAK0211.58.20200611.0267,PACKAGED BEVERAGE
JAK0211.58.20200612.0005,PACKAGED BEVERAGE
JAK0211.58.20200612.0228,PACKAGED BEVERAGE
JAK0211.58.20200614.0045,PACKAGED BEVERAGE
JAK0211.58.20200615.0043,PACKAGED BEVERAGE
JAK0211.58.20200615.0209,PACKAGED BEVERAGE
JAK0211.58.20200618.0015,PACKAGED BEVERAGE
JAK0211.58.20200618.0198,PACKAGED BEVERAGE
JAK0211.58.20200618.0278,PACKAGED BEVERAGE
JAK0211.58.20200619.0069,PACKAGED BEVERAGE
JAK0211.58.20200619.0244,PACKAGED BEVERAGE
JAK0211.58.20200619.0258,PACKAGED BEVERAGE
JAK0211.58.20200620.0002,PACKAGED BEVERAGE
JAK0211.58.20200622.0019,PACKAGED BEVERAGE
JAK0211.58.20200622.0131,PACKAGED BEVERAGE
JAK0211.58.20200622.0194,PACKAGED BEVERAGE
JAK0211.58.20200622.0262,PACKAGED BEVERAGE
JAK0211.58.20200623.0359,PACKAGED BEVERAGE
JAK0211.58.20200624.0132,PACKAGED BEVERAGE
JAK0211.58.20200625.0207,PACKAGED BEVERAGE
JAK0211.58.20200625.0286,PACKAGED BEVERAGE
JAK0211.58.20200626.0183,PACKAGED BEVERAGE
JAK0211.58.20200626.0219,PACKAGED BEVERAGE
JAK0211.58.20200627.0050,PACKAGED BEVERAGE
JAK0211.58.20200627.0065,PACKAGED BEVERAGE
JAK0211.58.20200628.0006,PACKAGED BEVERAGE
JAK0211.58.20200629.0212,PACKAGED BEVERAGE
JAK0211.58.20200630.0004,PACKAGED BEVERAGE
JAK0211.58.20200630.0043,PACKAGED BEVERAGE
JAK0211.58.20200630.0153,PACKAGED BEVERAGE
JAK0211.58.20200701.0097,PACKAGED BEVERAGE
JAK0211.58.20200702.0041,PACKAGED BEVERAGE
JAK0211.58.20200702.0054,PACKAGED BEVERAGE
JAK0211.58.20200702.0088,PACKAGED BEVERAGE
JAK0211.58.20200702.0141,PACKAGED BEVERAGE
JAK0211.58.20200702.0176,PACKAGED BEVERAGE
JAK0211.58.20200702.0184,PACKAGED BEVERAGE
JAK0211.58.20200703.0062,PACKAGED BEVERAGE
JAK0211.58.20200703.0097,PACKAGED BEVERAGE
JAK0211.58.20200703.0100,PACKAGED BEVERAGE
JAK0211.58.20200703.0105,PACKAGED BEVERAGE
JAK0211.58.20200706.0040,PACKAGED BEVERAGE
JAK0211.58.20200707.0005,PACKAGED BEVERAGE
JAK0211.58.20200708.0235,PACKAGED BEVERAGE
JAK0211.58.20200710.0136,PACKAGED BEVERAGE
JAK0211.58.20200710.0249,PACKAGED BEVERAGE
JAK0211.58.20200710.0256,PACKAGED BEVERAGE
JAK0211.58.20200710.0261,PACKAGED BEVERAGE
JAK0211.58.20200711.0045,PACKAGED BEVERAGE
JAK0211.58.20200712.0009,PACKAGED BEVERAGE
JAK0211.58.20200713.0050,PACKAGED BEVERAGE
JAK0211.58.20200714.0066,PACKAGED BEVERAGE
JAK0211.58.20200714.0184,PACKAGED BEVERAGE
JAK0211.58.20200715.0016,PACKAGED BEVERAGE
JAK0211.58.20200715.0100,PACKAGED BEVERAGE
JAK0211.58.20200715.0133,PACKAGED BEVERAGE
JAK0211.58.20200715.0209,PACKAGED BEVERAGE
JAK0211.58.20200716.0014,PACKAGED BEVERAGE
JAK0211.58.20200716.0063,PACKAGED BEVERAGE
JAK0211.58.20200716.0260,PACKAGED BEVERAGE
JAK0211.58.20200716.0265,PACKAGED BEVERAGE
JAK0211.58.20200717.0181,PACKAGED BEVERAGE
JAK0211.58.20200720.0064,PACKAGED BEVERAGE
JAK0211.58.20200720.0221,PACKAGED BEVERAGE
JAK0211.58.20200721.0142,PACKAGED BEVERAGE
JAK0211.58.20200722.0151,PACKAGED BEVERAGE
JAK0211.58.20200722.0237,PACKAGED BEVERAGE
JAK0211.58.20200723.0034,PACKAGED BEVERAGE
JAK0211.58.20200723.0251,PACKAGED BEVERAGE
JAK0211.58.20200723.0252,PACKAGED BEVERAGE
JAK0211.58.20200724.0192,PACKAGED BEVERAGE
JAK0211.58.20200725.0071,PACKAGED BEVERAGE
JAK0211.58.20200726.0007,PACKAGED BEVERAGE
JAK0211.58.20200727.0091,PACKAGED BEVERAGE
JAK0211.58.20200727.0092,PACKAGED BEVERAGE
JAK0211.58.20200728.0248,PACKAGED BEVERAGE
JAK0211.58.20200729.0033,PACKAGED BEVERAGE
JAK0211.58.20200729.0258,PACKAGED BEVERAGE
JAK0211.58.20200801.0036,PACKAGED BEVERAGE
JAK0211.58.20200801.0098,PACKAGED BEVERAGE
JAK0211.58.20200802.0052,PACKAGED BEVERAGE
JAK0211.58.20200802.0181,PACKAGED BEVERAGE
JAK0211.58.20200804.0032,PACKAGED BEVERAGE
JAK0211.58.20200804.0218,PACKAGED BEVERAGE
JAK0211.58.20200805.0041,PACKAGED BEVERAGE
JAK0211.58.20200805.0087,PACKAGED BEVERAGE
JAK0211.58.20200805.0105,PACKAGED BEVERAGE
JAK0211.58.20200805.0158,PACKAGED BEVERAGE
JAK0211.58.20200805.0260,PACKAGED BEVERAGE
JAK0211.58.20200806.0203,PACKAGED BEVERAGE
JAK0211.58.20200807.0080,PACKAGED BEVERAGE
JAK0211.58.20200808.0059,PACKAGED BEVERAGE
JAK0211.58.20200808.0094,PACKAGED BEVERAGE
JAK0211.58.20200809.0124,PACKAGED BEVERAGE
JAK0211.58.20200810.0044,PACKAGED BEVERAGE
JAK0211.58.20200811.0031,PACKAGED BEVERAGE
JAK0211.58.20200812.0039,PACKAGED BEVERAGE
JAK0211.58.20200812.0151,PACKAGED BEVERAGE
JAK0211.58.20200813.0037,PACKAGED BEVERAGE
JAK0211.58.20200813.0151,PACKAGED BEVERAGE
JAK0211.58.20200814.0117,PACKAGED BEVERAGE
JAK0211.58.20200814.0184,PACKAGED BEVERAGE
JAK0211.58.20200814.0254,PACKAGED BEVERAGE
JAK0211.58.20200815.0023,PACKAGED BEVERAGE
JAK0211.58.20200815.0033,PACKAGED BEVERAGE
JAK0211.58.20200815.0155,PACKAGED BEVERAGE
JAK0211.58.20200816.0076,PACKAGED BEVERAGE
JAK0211.58.20200816.0125,PACKAGED BEVERAGE
JAK0211.58.20200817.0058,PACKAGED BEVERAGE
JAK0211.58.20200818.0011,PACKAGED BEVERAGE
JAK0211.58.20200819.0101,PACKAGED BEVERAGE
JAK0211.58.20200820.0005,PACKAGED BEVERAGE
JAK0211.58.20200820.0024,PACKAGED BEVERAGE
JAK0211.58.20200820.0124,PACKAGED BEVERAGE
JAK0211.58.20200820.0125,PACKAGED BEVERAGE
JAK0211.58.20200820.0136,PACKAGED BEVERAGE
JAK0211.58.20200821.0024,PACKAGED BEVERAGE
JAK0211.58.20200821.0055,PACKAGED BEVERAGE
JAK0211.58.20200821.0242,PACKAGED BEVERAGE
JAK0211.58.20200822.0004,PACKAGED BEVERAGE
JAK0211.58.20200822.0009,PACKAGED BEVERAGE
JAK0211.58.20200822.0111,PACKAGED BEVERAGE
JAK0211.58.20200823.0144,PACKAGED BEVERAGE
JAK0211.58.20200825.0013,PACKAGED BEVERAGE
JAK0211.58.20200827.0011,PACKAGED BEVERAGE
JAK0211.58.20200829.0275,PACKAGED BEVERAGE
JAK0211.58.20200831.0005,PACKAGED BEVERAGE
JAK0211.58.20200831.0012,PACKAGED BEVERAGE
JAK0211.58.20200831.0167,PACKAGED BEVERAGE
JAK0211.58.20200831.0260,PACKAGED BEVERAGE
JAK0211.58.20200901.0058,PACKAGED BEVERAGE
JAK0211.58.20200901.0242,PACKAGED BEVERAGE
JAK0211.58.20200902.0003,PACKAGED BEVERAGE
JAK0211.58.20200902.0015,PACKAGED BEVERAGE
JAK0211.58.20200902.0182,PACKAGED BEVERAGE
JAK0211.58.20200902.0250,PACKAGED BEVERAGE
JAK0211.58.20200903.0253,PACKAGED BEVERAGE
JAK0211.58.20200904.0169,PACKAGED BEVERAGE
JAK0211.58.20200905.0013,PACKAGED BEVERAGE
JAK0211.58.20200906.0171,PACKAGED BEVERAGE
JAK0211.58.20200907.0232,PACKAGED BEVERAGE
JAK0211.58.20200908.0013,PACKAGED BEVERAGE
JAK0211.58.20200908.0232,PACKAGED BEVERAGE
JAK0211.58.20200908.0255,PACKAGED BEVERAGE
JAK0211.58.20200910.0037,PACKAGED BEVERAGE
JAK0211.58.20200912.0065,PACKAGED BEVERAGE
JAK0211.58.20200913.0069,PACKAGED BEVERAGE
JAK0211.58.20200913.0093,PACKAGED BEVERAGE
JAK0211.58.20200917.0135,PACKAGED BEVERAGE
JAK0211.58.20200918.0069,PACKAGED BEVERAGE
JAK0211.58.20200919.0142,PACKAGED BEVERAGE
JAK0211.58.20200922.0029,PACKAGED BEVERAGE
JAK0211.58.20200922.0185,PACKAGED BEVERAGE
JAK0211.58.20200923.0005,PACKAGED BEVERAGE
JAK0211.58.20200923.0166,PACKAGED BEVERAGE
JAK0211.58.20200924.0190,PACKAGED BEVERAGE
JAK0211.58.20200925.0172,PACKAGED BEVERAGE
JAK0211.58.20200926.0036,PACKAGED BEVERAGE
JAK0211.58.20200926.0165,PACKAGED BEVERAGE
JAK0211.58.20200927.0106,PACKAGED BEVERAGE
JAK0211.58.20200928.0114,PACKAGED BEVERAGE
JAK0211.58.20200928.0158,PACKAGED BEVERAGE
JAK0211.58.20200928.0232,PACKAGED BEVERAGE
JAK0211.58.20200929.0258,PACKAGED BEVERAGE
JAK0211.58.20200930.0014,PACKAGED BEVERAGE
JAK0211.58.20200930.0016,PACKAGED BEVERAGE
JAK0211.58.20200930.0220,PACKAGED BEVERAGE
JAK0211.58.20200605.0044,PACKAGED BEVERAGE
JAK0211.58.20200605.0192,PACKAGED BEVERAGE
JAK0211.58.20200605.0201,PACKAGED BEVERAGE
JAK0211.58.20200606.0076,PACKAGED BEVERAGE
JAK0211.58.20200608.0050,PACKAGED BEVERAGE
JAK0211.58.20200608.0099,PACKAGED BEVERAGE
JAK0211.58.20200608.0242,PACKAGED BEVERAGE
JAK0211.58.20200609.0009,PACKAGED BEVERAGE
JAK0211.58.20200611.0237,PACKAGED BEVERAGE
JAK0211.58.20200614.0004,PACKAGED BEVERAGE
JAK0211.58.20200617.0279,PACKAGED BEVERAGE
JAK0211.58.20200618.0193,PACKAGED BEVERAGE
JAK0211.58.20200619.0048,PACKAGED BEVERAGE
JAK0211.58.20200619.0230,PACKAGED BEVERAGE
JAK0211.58.20200622.0276,PACKAGED BEVERAGE
JAK0211.58.20200622.0289,PACKAGED BEVERAGE
JAK0211.58.20200623.0229,PACKAGED BEVERAGE
JAK0211.58.20200626.0317,PACKAGED BEVERAGE
JAK0211.58.20200630.0080,PACKAGED BEVERAGE
JAK0211.58.20200701.0171,PACKAGED BEVERAGE
JAK0211.58.20200701.0218,PACKAGED BEVERAGE
JAK0211.58.20200702.0188,PACKAGED BEVERAGE
JAK0211.58.20200705.0006,PACKAGED BEVERAGE
JAK0211.58.20200706.0227,PACKAGED BEVERAGE
JAK0211.58.20200709.0047,PACKAGED BEVERAGE
JAK0211.58.20200710.0090,PACKAGED BEVERAGE
JAK0211.58.20200710.0167,PACKAGED BEVERAGE
JAK0211.58.20200713.0221,PACKAGED BEVERAGE
JAK0211.58.20200715.0005,PACKAGED BEVERAGE
JAK0211.58.20200715.0061,PACKAGED BEVERAGE
JAK0211.58.20200722.0157,PACKAGED BEVERAGE
JAK0211.58.20200723.0246,PACKAGED BEVERAGE
JAK0211.58.20200727.0002,PACKAGED BEVERAGE
JAK0211.58.20200731.0038,PACKAGED BEVERAGE
JAK0211.58.20200731.0082,PACKAGED BEVERAGE
JAK0211.58.20200803.0041,PACKAGED BEVERAGE
JAK0211.58.20200806.0139,PACKAGED BEVERAGE
JAK0211.58.20200806.0158,PACKAGED BEVERAGE
JAK0211.58.20200808.0165,PACKAGED BEVERAGE
JAK0211.58.20200812.0022,PACKAGED BEVERAGE
JAK0211.58.20200813.0070,PACKAGED BEVERAGE
JAK0211.58.20200815.0158,PACKAGED BEVERAGE
JAK0211.58.20200819.0090,PACKAGED BEVERAGE
JAK0211.58.20200821.0244,PACKAGED BEVERAGE
JAK0211.58.20200824.0025,PACKAGED BEVERAGE
JAK0211.58.20200824.0214,PACKAGED BEVERAGE
JAK0211.58.20200825.0028,PACKAGED BEVERAGE
JAK0211.58.20200827.0071,PACKAGED BEVERAGE
JAK0211.58.20200828.0027,PACKAGED BEVERAGE
JAK0211.58.20200829.0128,PACKAGED BEVERAGE
JAK0211.58.20200829.0134,PACKAGED BEVERAGE
JAK0211.58.20200830.0016,PACKAGED BEVERAGE
JAK0211.58.20200831.0030,PACKAGED BEVERAGE
JAK0211.58.20200902.0185,PACKAGED BEVERAGE
JAK0211.58.20200909.0022,PACKAGED BEVERAGE
JAK0211.58.20200910.0106,PACKAGED BEVERAGE
JAK0211.58.20200910.0282,PACKAGED BEVERAGE
JAK0211.58.20200914.0148,PACKAGED BEVERAGE
JAK0211.58.20200919.0099,PACKAGED BEVERAGE
JAK0211.58.20200923.0139,PACKAGED BEVERAGE
JAK0211.58.20200924.0106,PACKAGED BEVERAGE
JAK0211.58.20200927.0016,PACKAGED BEVERAGE
JAK0211.58.20200601.0101,PACKAGED BEVERAGE
JAK0211.58.20200601.0108,PACKAGED BEVERAGE
JAK0211.58.20200602.0037,PACKAGED BEVERAGE
JAK0211.58.20200603.0049,PACKAGED BEVERAGE
JAK0211.58.20200603.0085,PACKAGED BEVERAGE
JAK0211.58.20200603.0118,PACKAGED BEVERAGE
JAK0211.58.20200604.0019,PACKAGED BEVERAGE
JAK0211.58.20200604.0053,PACKAGED BEVERAGE
JAK0211.58.20200605.0041,PACKAGED BEVERAGE
JAK0211.58.20200605.0127,PACKAGED BEVERAGE
JAK0211.58.20200605.0179,PACKAGED BEVERAGE
JAK0211.58.20200606.0008,PACKAGED BEVERAGE
JAK0211.58.20200606.0124,PACKAGED BEVERAGE
JAK0211.58.20200606.0175,PACKAGED BEVERAGE
JAK0211.58.20200608.0103,PACKAGED BEVERAGE
JAK0211.58.20200608.0175,PACKAGED BEVERAGE
JAK0211.58.20200608.0231,PACKAGED BEVERAGE
JAK0211.58.20200608.0250,PACKAGED BEVERAGE
JAK0211.58.20200609.0057,PACKAGED BEVERAGE
JAK0211.58.20200609.0151,PACKAGED BEVERAGE
JAK0211.58.20200610.0181,PACKAGED BEVERAGE
JAK0211.58.20200610.0307,PACKAGED BEVERAGE
JAK0211.58.20200610.0334,PACKAGED BEVERAGE
JAK0211.58.20200611.0221,PACKAGED BEVERAGE
JAK0211.58.20200612.0186,PACKAGED BEVERAGE
JAK0211.58.20200613.0013,PACKAGED BEVERAGE
JAK0211.58.20200613.0046,PACKAGED BEVERAGE
JAK0211.58.20200614.0009,PACKAGED BEVERAGE
JAK0211.58.20200614.0098,PACKAGED BEVERAGE
JAK0211.58.20200615.0228,PACKAGED BEVERAGE
JAK0211.58.20200616.0019,PACKAGED BEVERAGE
JAK0211.58.20200616.0188,PACKAGED BEVERAGE
JAK0211.58.20200617.0027,PACKAGED BEVERAGE
JAK0211.58.20200617.0133,PACKAGED BEVERAGE
JAK0211.58.20200617.0135,PACKAGED BEVERAGE
JAK0211.58.20200617.0180,PACKAGED BEVERAGE
JAK0211.58.20200618.0026,PACKAGED BEVERAGE
JAK0211.58.20200618.0038,PACKAGED BEVERAGE
JAK0211.58.20200618.0039,PACKAGED BEVERAGE
JAK0211.58.20200618.0102,PACKAGED BEVERAGE
JAK0211.58.20200618.0108,PACKAGED BEVERAGE
JAK0211.58.20200619.0058,PACKAGED BEVERAGE
JAK0211.58.20200619.0126,PACKAGED BEVERAGE
JAK0211.58.20200620.0007,PACKAGED BEVERAGE
JAK0211.58.20200620.0047,PACKAGED BEVERAGE
JAK0211.58.20200620.0050,PACKAGED BEVERAGE
JAK0211.58.20200622.0253,PACKAGED BEVERAGE
JAK0211.58.20200623.0053,PACKAGED BEVERAGE
JAK0211.58.20200623.0151,PACKAGED BEVERAGE
JAK0211.58.20200623.0184,PACKAGED BEVERAGE
JAK0211.58.20200623.0220,PACKAGED BEVERAGE
JAK0211.58.20200623.0251,PACKAGED BEVERAGE
JAK0211.58.20200624.0086,PACKAGED BEVERAGE
JAK0211.58.20200624.0120,PACKAGED BEVERAGE
JAK0211.58.20200624.0139,PACKAGED BEVERAGE
JAK0211.58.20200624.0173,PACKAGED BEVERAGE
JAK0211.58.20200625.0031,PACKAGED BEVERAGE
JAK0211.58.20200625.0167,PACKAGED BEVERAGE
JAK0211.58.20200625.0173,PACKAGED BEVERAGE
JAK0211.58.20200625.0222,PACKAGED BEVERAGE
JAK0211.58.20200626.0018,PACKAGED BEVERAGE
JAK0211.58.20200626.0153,PACKAGED BEVERAGE
JAK0211.58.20200626.0172,PACKAGED BEVERAGE
JAK0211.58.20200626.0300,PACKAGED BEVERAGE
JAK0211.58.20200627.0016,PACKAGED BEVERAGE
JAK0211.58.20200627.0040,PACKAGED BEVERAGE
JAK0211.58.20200627.0097,PACKAGED BEVERAGE
JAK0211.58.20200628.0037,PACKAGED BEVERAGE
JAK0211.58.20200628.0073,PACKAGED BEVERAGE
JAK0211.58.20200629.0009,PACKAGED BEVERAGE
JAK0211.58.20200629.0026,PACKAGED BEVERAGE
JAK0211.58.20200629.0076,PACKAGED BEVERAGE
JAK0211.58.20200629.0110,PACKAGED BEVERAGE
JAK0211.58.20200629.0164,PACKAGED BEVERAGE
JAK0211.58.20200629.0188,PACKAGED BEVERAGE
JAK0211.58.20200629.0220,PACKAGED BEVERAGE
JAK0211.58.20200629.0250,PACKAGED BEVERAGE
JAK0211.58.20200629.0261,PACKAGED BEVERAGE
JAK0211.58.20200630.0044,PACKAGED BEVERAGE
JAK0211.58.20200630.0047,PACKAGED BEVERAGE
JAK0211.58.20200630.0076,PACKAGED BEVERAGE
JAK0211.58.20200701.0036,PACKAGED BEVERAGE
JAK0211.58.20200701.0069,PACKAGED BEVERAGE
JAK0211.58.20200701.0179,PACKAGED BEVERAGE
JAK0211.58.20200702.0096,PACKAGED BEVERAGE
JAK0211.58.20200702.0103,PACKAGED BEVERAGE
JAK0211.58.20200702.0216,PACKAGED BEVERAGE
JAK0211.58.20200704.0062,PACKAGED BEVERAGE
JAK0211.58.20200705.0056,PACKAGED BEVERAGE
JAK0211.58.20200705.0069,PACKAGED BEVERAGE
JAK0211.58.20200706.0009,PACKAGED BEVERAGE
JAK0211.58.20200706.0010,PACKAGED BEVERAGE
JAK0211.58.20200707.0044,PACKAGED BEVERAGE
JAK0211.58.20200708.0047,PACKAGED BEVERAGE
JAK0211.58.20200708.0127,PACKAGED BEVERAGE
JAK0211.58.20200708.0142,PACKAGED BEVERAGE
JAK0211.58.20200708.0143,PACKAGED BEVERAGE
JAK0211.58.20200709.0062,PACKAGED BEVERAGE
JAK0211.58.20200709.0094,PACKAGED BEVERAGE
JAK0211.58.20200709.0140,PACKAGED BEVERAGE
JAK0211.58.20200710.0062,PACKAGED BEVERAGE
JAK0211.58.20200710.0113,PACKAGED BEVERAGE
JAK0211.58.20200710.0194,PACKAGED BEVERAGE
JAK0211.58.20200711.0104,PACKAGED BEVERAGE
JAK0211.58.20200713.0134,PACKAGED BEVERAGE
JAK0211.58.20200713.0137,PACKAGED BEVERAGE
JAK0211.58.20200713.0153,PACKAGED BEVERAGE
JAK0211.58.20200714.0108,PACKAGED BEVERAGE
JAK0211.58.20200714.0229,PACKAGED BEVERAGE
JAK0211.58.20200715.0052,PACKAGED BEVERAGE
JAK0211.58.20200715.0111,PACKAGED BEVERAGE
JAK0211.58.20200716.0094,PACKAGED BEVERAGE
JAK0211.58.20200716.0189,PACKAGED BEVERAGE
JAK0211.58.20200717.0153,PACKAGED BEVERAGE
JAK0211.58.20200718.0045,PACKAGED BEVERAGE
JAK0211.58.20200718.0163,PACKAGED BEVERAGE
JAK0211.58.20200720.0177,PACKAGED BEVERAGE
JAK0211.58.20200722.0115,PACKAGED BEVERAGE
JAK0211.58.20200723.0167,PACKAGED BEVERAGE
JAK0211.58.20200726.0019,PACKAGED BEVERAGE
JAK0211.58.20200726.0061,PACKAGED BEVERAGE
JAK0211.58.20200727.0179,PACKAGED BEVERAGE
JAK0211.58.20200728.0092,PACKAGED BEVERAGE
JAK0211.58.20200729.0129,PACKAGED BEVERAGE
JAK0211.58.20200729.0188,PACKAGED BEVERAGE
JAK0211.58.20200729.0256,PACKAGED BEVERAGE
JAK0211.58.20200729.0262,PACKAGED BEVERAGE
JAK0211.58.20200730.0090,PACKAGED BEVERAGE
JAK0211.58.20200731.0005,PACKAGED BEVERAGE
JAK0211.58.20200801.0005,PACKAGED BEVERAGE
JAK0211.58.20200801.0025,PACKAGED BEVERAGE
JAK0211.58.20200801.0053,PACKAGED BEVERAGE
JAK0211.58.20200802.0015,PACKAGED BEVERAGE
JAK0211.58.20200802.0080,PACKAGED BEVERAGE
JAK0211.58.20200804.0026,PACKAGED BEVERAGE
JAK0211.58.20200805.0118,PACKAGED BEVERAGE
JAK0211.58.20200805.0202,PACKAGED BEVERAGE
JAK0211.58.20200806.0100,PACKAGED BEVERAGE
JAK0211.58.20200806.0151,PACKAGED BEVERAGE
JAK0211.58.20200808.0078,PACKAGED BEVERAGE
JAK0211.58.20200808.0099,PACKAGED BEVERAGE
JAK0211.58.20200809.0081,PACKAGED BEVERAGE
JAK0211.58.20200810.0125,PACKAGED BEVERAGE
JAK0211.58.20200810.0163,PACKAGED BEVERAGE
JAK0211.58.20200813.0044,PACKAGED BEVERAGE
JAK0211.58.20200814.0258,PACKAGED BEVERAGE
JAK0211.58.20200815.0108,PACKAGED BEVERAGE
JAK0211.58.20200815.0192,PACKAGED BEVERAGE
JAK0211.58.20200816.0072,PACKAGED BEVERAGE
JAK0211.58.20200817.0086,PACKAGED BEVERAGE
JAK0211.58.20200818.0040,PACKAGED BEVERAGE
JAK0211.58.20200818.0065,PACKAGED BEVERAGE
JAK0211.58.20200818.0189,PACKAGED BEVERAGE
JAK0211.58.20200819.0111,PACKAGED BEVERAGE
JAK0211.58.20200821.0070,PACKAGED BEVERAGE
JAK0211.58.20200821.0168,PACKAGED BEVERAGE
JAK0211.58.20200821.0239,PACKAGED BEVERAGE
JAK0211.58.20200822.0079,PACKAGED BEVERAGE
JAK0211.58.20200822.0092,PACKAGED BEVERAGE
JAK0211.58.20200823.0095,PACKAGED BEVERAGE
JAK0211.58.20200823.0139,PACKAGED BEVERAGE
JAK0211.58.20200824.0123,PACKAGED BEVERAGE
JAK0211.58.20200825.0138,PACKAGED BEVERAGE
JAK0211.58.20200827.0099,PACKAGED BEVERAGE
JAK0211.58.20200827.0100,PACKAGED BEVERAGE
JAK0211.58.20200827.0238,PACKAGED BEVERAGE
JAK0211.58.20200828.0163,PACKAGED BEVERAGE
JAK0211.58.20200829.0017,PACKAGED BEVERAGE
JAK0211.58.20200829.0070,PACKAGED BEVERAGE
JAK0211.58.20200901.0039,PACKAGED BEVERAGE
JAK0211.58.20200902.0032,PACKAGED BEVERAGE
JAK0211.58.20200902.0046,PACKAGED BEVERAGE
JAK0211.58.20200902.0100,PACKAGED BEVERAGE
JAK0211.58.20200902.0132,PACKAGED BEVERAGE
JAK0211.58.20200903.0074,PACKAGED BEVERAGE
JAK0211.58.20200903.0106,PACKAGED BEVERAGE
JAK0211.58.20200903.0185,PACKAGED BEVERAGE
JAK0211.58.20200904.0031,PACKAGED BEVERAGE
JAK0211.58.20200904.0035,PACKAGED BEVERAGE
JAK0211.58.20200904.0156,PACKAGED BEVERAGE
JAK0211.58.20200904.0189,PACKAGED BEVERAGE
JAK0211.58.20200904.0273,PACKAGED BEVERAGE
JAK0211.58.20200906.0012,PACKAGED BEVERAGE
JAK0211.58.20200907.0072,PACKAGED BEVERAGE
JAK0211.58.20200907.0129,PACKAGED BEVERAGE
JAK0211.58.20200907.0201,PACKAGED BEVERAGE
JAK0211.58.20200908.0065,PACKAGED BEVERAGE
JAK0211.58.20200909.0035,PACKAGED BEVERAGE
JAK0211.58.20200910.0078,PACKAGED BEVERAGE
JAK0211.58.20200910.0108,PACKAGED BEVERAGE
JAK0211.58.20200911.0036,PACKAGED BEVERAGE
JAK0211.58.20200912.0019,PACKAGED BEVERAGE
JAK0211.58.20200912.0072,PACKAGED BEVERAGE
JAK0211.58.20200912.0115,PACKAGED BEVERAGE
JAK0211.58.20200912.0138,PACKAGED BEVERAGE
JAK0211.58.20200916.0050,PACKAGED BEVERAGE
JAK0211.58.20200917.0122,PACKAGED BEVERAGE
JAK0211.58.20200918.0020,PACKAGED BEVERAGE
JAK0211.58.20200918.0140,PACKAGED BEVERAGE
JAK0211.58.20200919.0045,PACKAGED BEVERAGE
JAK0211.58.20200919.0066,PACKAGED BEVERAGE
JAK0211.58.20200920.0025,PACKAGED BEVERAGE
JAK0211.58.20200921.0162,PACKAGED BEVERAGE
JAK0211.58.20200923.0022,PACKAGED BEVERAGE
JAK0211.58.20200923.0039,PACKAGED BEVERAGE
JAK0211.58.20200923.0136,PACKAGED BEVERAGE
JAK0211.58.20200926.0018,PACKAGED BEVERAGE
JAK0211.58.20200926.0078,PACKAGED BEVERAGE
JAK0211.58.20200926.0179,PACKAGED BEVERAGE
JAK0211.58.20200927.0109,PACKAGED BEVERAGE
JAK0211.58.20200928.0029,PACKAGED BEVERAGE
JAK0211.58.20200929.0177,PACKAGED BEVERAGE
JAK0211.58.20200601.0242,PACKAGED BEVERAGE
JAK0211.58.20200603.0082,PACKAGED BEVERAGE
JAK0211.58.20200603.0094,PACKAGED BEVERAGE
JAK0211.58.20200603.0153,PACKAGED BEVERAGE
